CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,09/14/1996 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ARGELIA,03/12/1999 12:00:00 AM,MASCULINO,ORIENTE,ARGELIA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITUANGO,03/19/1999 12:00:00 AM,MASCULINO,NORTE,ANGOSTURA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNICA PROFESIONAL EN ATENCION PREHOSPITALARIA,YARUMAL,TECNICA PROFESIONAL,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,08/10/1998 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN DESARROLLO DE SOFTWARE,MEDELLIN,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN VICENTE,11/25/1999 12:00:00 AM,FEMENINO,ORIENTE,SAN VICENTE,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN SEGURIDAD E HIGIENE OCUPACIONAL,RIONEGRO,TECNOLOGICA,SI
2019,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,01/14/2000 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA POLITECNICO GRANCOLOMBIANO,TECNOLOGIA EN GESTION BANCARIA Y DE ENTIDADES FINANCIERAS,APARTADO,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,08/20/1998 12:00:00 AM,FEMENINO,OCCIDENTE,FRONTINO,ESTRATO 1,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,MEDELLIN,04/24/1993 12:00:00 AM,FEMENINO,VALLE DE ABURRA,SABANETA,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA MECANICA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL SANTUARIO,09/08/1998 12:00:00 AM,MASCULINO,ORIENTE,EL SANTUARIO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,AGRONOMIA,RIONEGRO,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,URRAO,05/27/1997 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 2,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,05/23/1999 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,11/20/1998 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,NUTRICION Y DIETETICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,03/01/1999 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,10/12/1990 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SUPERVISION DE SISTEMAS ELECTRICOS DE POTENCIA,ITUANGO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GIRARDOTA,07/04/1997 12:00:00 AM,FEMENINO,BAJO CAUCA,TARAZA,ESTRATO 1,NINGUNO,NO,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE SERVICIOS FINANCIEROS,SANTA ROSA DE OSOS,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,BOGOTA,"BOGOTA, D.C.",07/31/1998 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MEDICINA VETERINARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,10/03/1995 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,INGENIERIA INFORMATICA,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,04/07/2000 12:00:00 AM,MASCULINO,URABA,NECOCLI,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICA PROFESIONAL EN SOPORTE DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,NO
2017,1,SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,09/09/1998 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD CATOLICA DE ORIENTE,AGRONOMIA,RIONEGRO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,03/31/2000 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,EL CARMEN DE VIBORAL,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,02/02/1992 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNICO PROFESIONAL EN REDES ELECTRICAS DE DISTRIBUCION DE ENERGIA,GUADALUPE,TECNICA PROFESIONAL,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YARUMAL,10/30/1983 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA INDUSTRIAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,08/17/1999 12:00:00 AM,MASCULINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MEDICINA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,02/14/1998 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",AMALFI,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTAFE DE ANTIOQUIA,08/20/1999 12:00:00 AM,MASCULINO,OCCIDENTE,SOPETRAN,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,09/01/1988 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,06/02/1999 12:00:00 AM,FEMENINO,ORIENTE,ALEJANDRIA,ESTRATO 1,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,ENVIGADO,11/03/1996 12:00:00 AM,MASCULINO,VALLE DE ABURRA,SABANETA,ESTRATO 3,NINGUNO,NO,INSTITUCION UNIVERSITARIA DE ENVIGADO,PSICOLOGIA,ENVIGADO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,12/23/1996 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",AMALFI,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,01/18/2000 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,MEDICINA VETERINARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SOPETRAN,10/03/1999 12:00:00 AM,MASCULINO,OCCIDENTE,SOPETRAN,ESTRATO 1,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,ITAGUI,11/28/1997 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ITAGUI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,09/23/1997 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,APARTADO,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,BELLO,01/13/2000 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BELLO,ESTRATO 3,NINGUNO,NO,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,05/04/2000 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MEDICINA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,08/07/1994 12:00:00 AM,MASCULINO,NORTE,GOMEZ PLATA,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SUPERVISION DE SISTEMAS ELECTRICOS DE POTENCIA,ITUANGO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,02/06/1999 12:00:00 AM,MASCULINO,OCCIDENTE,CAICEDO,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAÑASGORDAS,04/11/1996 12:00:00 AM,FEMENINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 1,NINGUNO,NO,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,MEDELLIN,09/30/1995 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ITAGUI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA FISICA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YARUMAL,12/06/1993 12:00:00 AM,FEMENINO,NORTE,YARUMAL,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TRABAJO SOCIAL,YARUMAL,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,DABEIBA,11/03/1993 12:00:00 AM,MASCULINO,OCCIDENTE,EBEJICO,ESTRATO 2,NINGUNO,SI,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BARBOSA,11/20/1999 12:00:00 AM,MASCULINO,VALLE DE ABURRA,BARBOSA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,10/27/1999 12:00:00 AM,MASCULINO,OCCIDENTE,FRONTINO,ESTRATO 1,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,YOLOMBO,09/10/1999 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL NORDESTE,CICLO COMPLEMENTARIO,YOLOMBO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,12/18/1998 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA CIVIL,APARTADO,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,11/09/1998 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 1,NINGUNO,SI,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,03/09/2000 12:00:00 AM,FEMENINO,OCCIDENTE,FRONTINO,ESTRATO 2,NINGUNO,NO,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTAFE DE ANTIOQUIA,04/01/2000 12:00:00 AM,MASCULINO,OCCIDENTE,SANTAFE DE ANTIOQUIA,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,JARDIN,03/18/1994 12:00:00 AM,FEMENINO,SUROESTE,JARDIN,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,ANDES,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,URRAO,07/28/1985 12:00:00 AM,MASCULINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,03/01/1999 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,04/29/1997 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,SAN PEDRO,10/22/1998 12:00:00 AM,FEMENINO,NORTE,SAN PEDRO,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR SAN PEDRO DE LOS MILAGROS,CICLO COMPLEMENTARIO,SAN PEDRO,NORMALISTA,NO
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,06/10/1996 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 1,NINGUNO,SI,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,04/02/2000 12:00:00 AM,MASCULINO,SUROESTE,ANDES,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,ANDES,UNIVERSITARIA,NO
2020,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,07/12/1998 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA DIGITAL DE ANTIOQUIA,TECNOLOGIA EN DESARROLLO DE SOFTWARE,MEDELLIN,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,12/20/1993 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,NO
2017,1,MATRICULA,ANTIOQUIA,MEDELLIN,05/31/1999 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BELLO,ESTRATO 1,NINGUNO,NO,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,05/09/2000 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,03/17/2000 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 1,NINGUNO,SI,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,12/30/2000 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA CIVIL,APARTADO,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SEGOVIA,08/24/1989 12:00:00 AM,MASCULINO,NORDESTE,YOLOMBO,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",AMALFI,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,SANTAFE DE ANTIOQUIA,03/16/2000 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2017,1,MATRICULA,ANTIOQUIA,RIONEGRO,06/30/2000 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR RAFAEL MARIA GIRALDO,CICLO COMPLEMENTARIO,MARINILLA,NORMALISTA,SI
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,08/18/1998 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 2,NINGUNO,SI,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YARUMAL,06/13/1999 12:00:00 AM,FEMENINO,NORTE,YARUMAL,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA INDUSTRIAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,SOSTENIMIENTO,ANTIOQUIA,CAICEDO,12/22/1999 12:00:00 AM,FEMENINO,OCCIDENTE,SAN JERONIMO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TRABAJO SOCIAL,ANDES,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAICEDO,10/31/1997 12:00:00 AM,MASCULINO,OCCIDENTE,CAICEDO,ESTRATO 1,NINGUNO,NO,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,09/26/2000 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN PEDAGOGIA INFANTIL,CAUCASIA,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,12/01/1999 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN PEDAGOGIA INFANTIL,CAUCASIA,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,08/23/1999 12:00:00 AM,MASCULINO,OCCIDENTE,ABRIAQUI,ESTRATO 2,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,03/07/2000 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,YOLOMBO,09/16/2000 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL NORDESTE,CICLO COMPLEMENTARIO,YOLOMBO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN PEDRO DE URABA,03/10/2001 12:00:00 AM,MASCULINO,URABA,SAN PEDRO DE URABA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA INDUSTRIAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,01/28/1995 12:00:00 AM,MASCULINO,OCCIDENTE,SOPETRAN,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA,ANTIOQUIA,LA UNION,04/25/1999 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PRESBITERO JOSE GOMEZ ISAZA,CICLO COMPLEMENTARIO,SONSON,NORMALISTA,SI
2017,1,MATRICULA,ANTIOQUIA,ENVIGADO,03/11/1998 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ENVIGADO,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA DE ENVIGADO,INGENIERIA DE SISTEMAS,ENVIGADO,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,02/27/1996 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 3,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,NO
2017,1,MATRICULA,ANTIOQUIA,BELMIRA,10/20/1999 12:00:00 AM,FEMENINO,NORTE,BELMIRA,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR SAN PEDRO DE LOS MILAGROS,CICLO COMPLEMENTARIO,SAN PEDRO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,YARUMAL,04/05/2000 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,07/05/1999 12:00:00 AM,MASCULINO,URABA,NECOCLI,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,SI
2017,1,SOSTENIMIENTO,ANTIOQUIA,SONSON,04/14/1997 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,NO
