CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,06/24/1999 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,SI
2019,2,SOSTENIMIENTO,ANTIOQUIA,BELLO,09/01/1995 12:00:00 AM,MASCULINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,INGENIERIA ADMINISTRATIVA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ATLANTICO,SOLEDAD,01/11/1997 12:00:00 AM,MASCULINO,NORTE,YARUMAL,ESTRATO 1,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,LICENCIATURA EN LENGUA CASTELLANA,SANTA ROSA DE OSOS,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,10/05/1999 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,ECOLOGIA DE ZONAS COSTERAS,TURBO,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,07/27/1999 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 1,NINGUNO,NO,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,10/30/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA AGROINDUSTRIAL,CAREPA,TECNOLOGICA,NO
2017,1,SOSTENIMIENTO,ANTIOQUIA,CAREPA,08/08/1999 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA CIVIL,APARTADO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,08/29/1999 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,05/11/1999 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 2,NINGUNO,NO,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NARIÑO,10/04/1998 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,10/22/1998 12:00:00 AM,FEMENINO,OCCIDENTE,EBEJICO,ESTRATO 1,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,EL BAGRE,04/09/2000 12:00:00 AM,MASCULINO,BAJO CAUCA,EL BAGRE,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA CEJA,12/18/1992 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,NO
2017,1,SOSTENIMIENTO,CORDOBA,MONTERIA,11/17/1998 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 2,NINGUNO,NO,SENA,TECNOLOGIA EN MANTENIMIENTO DE EQUIPOS DE COMPUTO DISEÑO E INSTALACION DE CABLEADO ESTRUCTURADO,APARTADO,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,09/12/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,MEDELLIN,12/17/1994 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ITAGUI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ENFERMERIA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,02/04/1993 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,03/25/1994 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,LICENCIATURA EN LENGUAS  EXTRANJERAS,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,09/07/1998 12:00:00 AM,MASCULINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,COLEGIO MAYOR DE ANTIOQUIA,ARQUITECTURA,MEDELLIN,UNIVERSITARIA,SI
2017,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/01/1999 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 1,NINGUNO,SI,TECOC,TECNOLOGIA EN GESTION AGROPECUARIA,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MARINILLA,05/11/1998 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN SEGURIDAD E HIGIENE OCUPACIONAL,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,12/22/1996 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,AGRONOMIA,RIONEGRO,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,01/25/1999 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,SI
2017,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,08/17/1997 12:00:00 AM,MASCULINO,VALLE DE ABURRA,BELLO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,MEDICINA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/23/2000 12:00:00 AM,MASCULINO,URABA,APARTADO,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,SI
2017,1,SOSTENIMIENTO,ANTIOQUIA,REMEDIOS,02/25/2000 12:00:00 AM,FEMENINO,NORDESTE,REMEDIOS,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,SEGOVIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,CUNDINAMARCA,GIRARDOT,08/08/1996 12:00:00 AM,FEMENINO,NORTE,SAN ANDRES DE CUERQUIA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,02/28/2000 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,OCEANOGRAFIA,TURBO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,09/11/1982 12:00:00 AM,MASCULINO,NORTE,GUADALUPE,ESTRATO 2,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SUPERVISION DE SISTEMAS ELECTRICOS DE POTENCIA,ITUANGO,TECNOLOGICA,SI
2017,1,SOSTENIMIENTO,ANTIOQUIA,NECOCLI,05/19/1998 12:00:00 AM,MASCULINO,URABA,NECOCLI,ESTRATO 1,NINGUNO,NO,SENA,TECNOLOGIA EN ANALISIS Y DESARROLLO DE SISTEMAS DE INFORMACION,APARTADO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN FRANCISCO,09/23/1999 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,04/06/1996 12:00:00 AM,FEMENINO,ORIENTE,EL PEÑOL,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,ITAGUI,03/03/1998 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ITAGUI,ESTRATO 3,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,04/01/1995 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD NACIONAL DE COLOMBIA,ARQUITECTURA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,03/12/1996 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,04/17/2000 12:00:00 AM,FEMENINO,URABA,NECOCLI,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,SEGOVIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,09/13/1999 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/25/1998 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2019,2,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,01/26/1997 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA POLITECNICO GRANCOLOMBIANO,TECNOLOGIA EN GESTION BANCARIA Y DE ENTIDADES FINANCIERAS,APARTADO,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,05/26/2001 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,SONSON,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,10/07/1997 12:00:00 AM,MASCULINO,NORTE,GUADALUPE,ESTRATO 1,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNICO PROFESIONAL EN REDES ELECTRICAS DE DISTRIBUCION DE ENERGIA,GUADALUPE,TECNICA PROFESIONAL,NO
2017,1,MATRICULA,ANTIOQUIA,YOLOMBO,07/26/1999 12:00:00 AM,FEMENINO,NORDESTE,YOLOMBO,ESTRATO 2,NINGUNO,NO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL NORDESTE,CICLO COMPLEMENTARIO,YOLOMBO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,04/16/1997 12:00:00 AM,MASCULINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 1,NINGUNO,SI,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,URAMITA,08/05/1998 12:00:00 AM,FEMENINO,OCCIDENTE,CAÑASGORDAS,ESTRATO 1,NINGUNO,SI,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,01/09/2000 12:00:00 AM,MASCULINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,ANDES,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,NECHI,01/05/2000 12:00:00 AM,FEMENINO,BAJO CAUCA,NECHI,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AMBIENTAL,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,ENTRERRIOS,07/19/1998 12:00:00 AM,FEMENINO,NORTE,SAN PEDRO,ESTRATO 2,NINGUNO,NO,ESCUELA NORMAL SUPERIOR SAN PEDRO DE LOS MILAGROS,CICLO COMPLEMENTARIO,SAN PEDRO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SEGOVIA,08/15/1999 12:00:00 AM,MASCULINO,NORDESTE,REMEDIOS,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,SEGOVIA,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,07/25/1999 12:00:00 AM,MASCULINO,ORIENTE,LA CEJA,ESTRATO 3,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,06/26/1996 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 3,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GOMEZ PLATA,03/21/1982 12:00:00 AM,MASCULINO,NORTE,GOMEZ PLATA,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNICO PROFESIONAL EN REDES ELECTRICAS DE DISTRIBUCION DE ENERGIA,GUADALUPE,TECNICA PROFESIONAL,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,11/30/1999 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,CAUCASIA,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,12/04/1997 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN JERONIMO,07/15/1999 12:00:00 AM,MASCULINO,OCCIDENTE,SAN JERONIMO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE TELECOMUNICACIONES,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,11/14/1998 12:00:00 AM,MASCULINO,NORTE,ANGOSTURA,ESTRATO 2,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNICO PROFESIONAL EN REDES ELECTRICAS DE DISTRIBUCION DE ENERGIA,GUADALUPE,TECNICA PROFESIONAL,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GIRARDOTA,12/21/1999 12:00:00 AM,MASCULINO,VALLE DE ABURRA,GIRARDOTA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,CIENCIA POLITICA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BELLO,02/20/2000 12:00:00 AM,FEMENINO,ORIENTE,GRANADA,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD CATOLICA DE ORIENTE,TECNICO PROFESIONAL EN PROGRAMACION WEB,RIONEGRO,TECNICA PROFESIONAL,SI
2017,1,MATRICULA,ANTIOQUIA,LA UNION,08/22/1998 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PRESBITERO JOSE GOMEZ ISAZA,CICLO COMPLEMENTARIO,SONSON,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,03/11/1988 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 3,NINGUNO,NO,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTAFE DE ANTIOQUIA,12/20/1999 12:00:00 AM,MASCULINO,OCCIDENTE,SANTAFE DE ANTIOQUIA,ESTRATO 1,NINGUNO,SI,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,COCORNA,01/01/2000 12:00:00 AM,MASCULINO,ORIENTE,COCORNA,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,PUERTO TRIUNFO,08/24/1997 12:00:00 AM,MASCULINO,MAGDALENA MEDIO,PUERTO TRIUNFO,ESTRATO 2,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,07/10/1995 12:00:00 AM,MASCULINO,NORTE,SAN ANDRES DE CUERQUIA,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN DESARROLLO DE SOFTWARE,MEDELLIN,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,04/27/1998 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 1,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,APARTADO,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,COCORNA,01/15/2000 12:00:00 AM,MASCULINO,ORIENTE,COCORNA,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA DE SISTEMAS,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SABANALARGA,05/08/1992 12:00:00 AM,FEMENINO,OCCIDENTE,SABANALARGA,ESTRATO 2,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,11/18/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA SANITARIA,APARTADO,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN FRANCISCO,10/19/1997 12:00:00 AM,FEMENINO,ORIENTE,SAN FRANCISCO,ESTRATO 1,NINGUNO,SI,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,01/02/1983 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,BARBOSA,12/10/1998 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BARBOSA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,PSICOLOGIA,MEDELLIN,UNIVERSITARIA,SI
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,05/13/1997 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 1,NINGUNO,SI,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,07/24/1991 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,SI,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,LICENCIATURA EN LENGUA CASTELLANA,SANTA ROSA DE OSOS,UNIVERSITARIA,NO
2017,1,MATRICULA,ANTIOQUIA,SAN ROQUE,06/27/1994 12:00:00 AM,FEMENINO,NORDESTE,SAN ROQUE,ESTRATO 2,NINGUNO,NO,INSTIUCION EDUCATIVA NORMAL SUPERIOR SAN ROQUE,CICLO COMPLEMENTARIO,SAN ROQUE,NORMALISTA,SI
2017,1,MATRICULA,CHOCO,QUIBDO,11/12/1999 12:00:00 AM,FEMENINO,VALLE DE ABURRA,BARBOSA,ESTRATO 2,NINGUNO,NO,UNIVERSIDAD DE ANTIOQUIA,ENFERMERIA,MEDELLIN,UNIVERSITARIA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SANTAFE DE ANTIOQUIA,01/04/1991 12:00:00 AM,FEMENINO,OCCIDENTE,SANTAFE DE ANTIOQUIA,ESTRATO 2,NINGUNO,NO,TECOC,TECNOLOGIA EN DISEÑO Y DESARROLLO DE SISTEMAS DE INFORMACION,SANTAFE DE ANTIOQUIA,TECNOLOGICA,SI
2017,1,MATRICULA,ANTIOQUIA,URRAO,01/31/1996 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,SI,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,GUATAPE,09/15/1999 12:00:00 AM,MASCULINO,ORIENTE,GUATAPE,ESTRATO 1,NINGUNO,NO,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN CONSTRUCCIONES CIVILES,RIONEGRO,TECNOLOGICA,NO
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,SAN ANDRES DE CUERQUIA,07/23/1999 12:00:00 AM,FEMENINO,NORDESTE,REMEDIOS,ESTRATO 1,NINGUNO,NO,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,11/21/1994 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 2,NINGUNO,SI,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,SI
2017,1,SOSTENIMIENTO,ANTIOQUIA,YARUMAL,12/02/1998 12:00:00 AM,FEMENINO,NORTE,YARUMAL,ESTRATO 3,NINGUNO,SI,UNIVERSIDAD DE ANTIOQUIA,TRABAJO SOCIAL,YARUMAL,UNIVERSITARIA,SI
2017,1,MATRICULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,02/18/1993 12:00:00 AM,MASCULINO,NORDESTE,ANORI,ESTRATO 1,NINGUNO,SI,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,ANORI,TECNOLOGICA,NO
